Order Number,Product ID,Customer number,Date,Material Type,Reason for rejection,Order qty,Confirmed Qty,Canceled Qty,Order value $,Confirmed Value,Canceled Value,Class,Fill rate
43-679606,984901132451,68812137,"Monday, February 20, 2023",Saleable Products,Global Allocation,24,21,3,$2192.07,$1918.06,$274.01,Limited Edition,87%
43-996536,275259659197,47816686,"Thursday, July 18, 2024",Saleable Products,Freshness,29,28,1,$1684.18,$1626.11,$58.07,C,96%
43-340860,539441524732,77834855,"Monday, April 15, 2024",Saleable Products,Discontinued,29,0,29,$520.0,$0.0,$520.0,Set,0%
43-190674,312933106111,46553958,"Thursday, February 16, 2023",Saleable Products,No Inventory,2,0,2,$29.76,$0.0,$29.76,Travel Retail,0%
43-531694,256589576361,50603163,"Friday, June 07, 2024",Saleable Products,No Inventory,6,0,6,$490.76,$0.0,$490.76,Set,0%
43-998602,570662212985,43704923,"Tuesday, July 11, 2023",Saleable Products,OK,34,34,0,$440.07,$440.07,$0.0,Set,100%
43-647114,561902006518,50181935,"Saturday, February 03, 2024",Saleable Products,Freshness,12,11,1,$1198.83,$1098.93,$99.9,Travel Retail,91%
43-612977,422601660137,19736572,"Friday, September 13, 2024",Saleable Products,OK,22,22,0,$472.47,$472.47,$0.0,C,100%
43-326956,826046287257,50603163,"Friday, May 24, 2024",Saleable Products,OK,4,4,0,$319.05,$319.05,$0.0,Limited Edition,100%
43-720317,911856239313,38270233,"Monday, March 17, 2025",Saleable Products,Discontinued,45,0,45,$3964.25,$0.0,$3964.25,Set,0%
43-596489,933251567391,19233013,"Thursday, May 04, 2023",Saleable Products,OK,49,49,0,$1841.35,$1841.35,$0.0,C,100%
43-977646,459422681391,46553958,"Friday, February 21, 2025",Saleable Products,Global Allocation,6,3,3,$352.48,$176.24,$176.24,Limited Edition,50%
43-585242,367469214295,59597086,"Saturday, June 01, 2024",Saleable Products,No Inventory,3,0,3,$287.14,$0.0,$287.14,Set,0%
43-392731,169869415070,46553958,"Sunday, April 06, 2025",Saleable Products,No Inventory,13,0,13,$1247.53,$0.0,$1247.53,Limited Edition,0%
43-115208,251461507038,84252420,"Monday, June 12, 2023",Saleable Products,No Inventory,23,0,23,$2155.33,$0.0,$2155.33,Travel Retail,0%
43-865479,886833016361,28024248,"Monday, July 24, 2023",Saleable Products,Freshness,35,34,1,$1215.96,$1181.21,$34.75,C,97%
43-548906,798400899699,45431319,"Friday, January 26, 2024",Saleable Products,Discontinued,26,0,26,$399.33,$0.0,$399.33,C,0%
43-871939,422601660137,23903144,"Thursday, February 09, 2023",Saleable Products,Discontinued,9,0,9,$173.26,$0.0,$173.26,C,0%
43-358635,726820024292,71510041,"Wednesday, April 12, 2023",Saleable Products,OK,23,23,0,$523.68,$523.68,$0.0,Set,100%
43-359870,566854953850,25492573,"Sunday, January 15, 2023",Saleable Products,OK,4,4,0,$281.8,$281.8,$0.0,C,100%
43-443194,481597082643,77898694,"Saturday, May 18, 2024",Saleable Products,Automatic Closing,34,33,1,$2795.46,$2713.24,$82.22,Limited Edition,97%
43-555342,187525138707,45431319,"Monday, May 08, 2023",Saleable Products,Automatic Closing,37,35,2,$537.58,$508.53,$29.05,Set,94%
43-707615,223005401501,23419256,"Friday, June 09, 2023",Saleable Products,Discontinued,8,0,8,$721.09,$0.0,$721.09,Travel Retail,0%
43-333210,488136971784,45496015,"Saturday, February 10, 2024",Saleable Products,Discontinued,34,0,34,$2626.75,$0.0,$2626.75,Travel Retail,0%
43-720517,615379416985,28024248,"Thursday, April 13, 2023",Saleable Products,OK,37,37,0,$2135.85,$2135.85,$0.0,Limited Edition,100%
43-256206,590573056992,56843172,"Friday, December 29, 2023",Saleable Products,Global Allocation,6,3,3,$594.58,$297.29,$297.29,C,50%
43-701568,917103043320,42787299,"Tuesday, October 22, 2024",Saleable Products,Global Allocation,7,5,2,$237.07,$169.33,$67.74,Travel Retail,71%
43-105324,407473554860,42787299,"Saturday, July 20, 2024",Saleable Products,No Inventory,45,0,45,$1332.93,$0.0,$1332.93,Travel Retail,0%
43-538065,481597082643,84252420,"Wednesday, August 16, 2023",Saleable Products,OK,41,41,0,$1645.42,$1645.42,$0.0,C,100%
43-146372,599410093881,43704923,"Thursday, July 25, 2024",Saleable Products,Automatic Closing,39,38,1,$2238.09,$2180.7,$57.39,Travel Retail,97%
43-142004,256589576361,38270233,"Monday, November 25, 2024",Saleable Products,Automatic Closing,36,33,3,$1613.35,$1478.91,$134.44,Travel Retail,91%
43-593515,213114812281,99038526,"Saturday, July 27, 2024",Saleable Products,Global Allocation,5,3,2,$423.28,$253.97,$169.31,Travel Retail,60%
43-869105,871590378377,93370583,"Wednesday, October 09, 2024",Saleable Products,Discontinued,3,0,3,$271.51,$0.0,$271.51,Travel Retail,0%
43-905942,570662212985,82909480,"Friday, July 07, 2023",Saleable Products,OK,17,17,0,$1649.0,$1649.0,$0.0,Limited Edition,100%
43-628709,869945806981,82909480,"Tuesday, December 24, 2024",Saleable Products,No Inventory,19,0,19,$1589.21,$0.0,$1589.21,Set,0%
43-135253,491257417623,95125977,"Sunday, April 02, 2023",Saleable Products,No Inventory,45,0,45,$2912.86,$0.0,$2912.86,C,0%
43-546376,407473554860,42787299,"Sunday, May 19, 2024",Saleable Products,Discontinued,1,0,1,$65.23,$0.0,$65.23,Travel Retail,0%
43-656921,835339233454,93370583,"Wednesday, November 13, 2024",Saleable Products,Automatic Closing,37,34,3,$991.02,$910.66,$80.36,Travel Retail,91%
43-513474,367469214295,91178885,"Sunday, March 23, 2025",Saleable Products,Global Allocation,9,8,1,$303.2,$269.51,$33.69,Travel Retail,88%
43-602550,939668623711,46553958,"Monday, October 07, 2024",Saleable Products,Discontinued,4,0,4,$399.01,$0.0,$399.01,Travel Retail,0%
43-949049,354342113419,50603163,"Thursday, March 21, 2024",Saleable Products,Automatic Closing,42,41,1,$1407.71,$1374.19,$33.52,Set,97%
43-936782,517010168081,45594597,"Wednesday, December 25, 2024",Saleable Products,Automatic Closing,46,45,1,$2392.86,$2340.84,$52.02,C,97%
43-830494,984901132451,43704923,"Wednesday, February 19, 2025",Saleable Products,No Inventory,10,0,10,$446.78,$0.0,$446.78,Travel Retail,0%
43-961186,894035742189,11250299,"Tuesday, September 26, 2023",Saleable Products,Automatic Closing,32,29,3,$2302.18,$2086.35,$215.83,Limited Edition,90%
43-202759,929319141080,95125977,"Sunday, June 30, 2024",Saleable Products,Discontinued,1,0,1,$40.19,$0.0,$40.19,Limited Edition,0%
43-574419,163462436409,68812137,"Friday, September 22, 2023",Saleable Products,Freshness,23,20,3,$1643.71,$1429.31,$214.4,Set,86%
43-619344,748913461122,68812137,"Sunday, March 09, 2025",Saleable Products,Global Allocation,17,15,2,$1640.03,$1447.08,$192.95,Set,88%
43-352194,808302588517,19832887,"Saturday, February 17, 2024",Saleable Products,Automatic Closing,30,27,3,$981.44,$883.3,$98.14,Travel Retail,90%
43-187127,871590378377,97775215,"Saturday, May 04, 2024",Saleable Products,Discontinued,27,0,27,$1170.75,$0.0,$1170.75,Set,0%
43-685616,566854953850,27778019,"Tuesday, July 25, 2023",Saleable Products,No Inventory,15,0,15,$611.94,$0.0,$611.94,C,0%
43-889660,312933106111,84252420,"Wednesday, November 29, 2023",Saleable Products,OK,38,38,0,$1407.22,$1407.22,$0.0,Limited Edition,100%
43-113026,754474071330,47816686,"Friday, March 29, 2024",Saleable Products,No Inventory,7,0,7,$240.28,$0.0,$240.28,C,0%
43-826830,939668623711,91178885,"Monday, February 10, 2025",Saleable Products,Global Allocation,33,31,2,$2201.23,$2067.82,$133.41,Set,93%
43-867333,254608246768,75569635,"Tuesday, September 26, 2023",Saleable Products,OK,5,5,0,$296.65,$296.65,$0.0,C,100%
43-526369,219883823727,50264926,"Monday, May 15, 2023",Saleable Products,OK,39,39,0,$2175.42,$2175.42,$0.0,Set,100%
43-328596,422601660137,45594597,"Monday, May 29, 2023",Saleable Products,No Inventory,34,0,34,$2789.8,$0.0,$2789.8,C,0%
43-239158,561902006518,25492573,"Thursday, August 03, 2023",Saleable Products,Discontinued,3,0,3,$69.56,$0.0,$69.56,Travel Retail,0%
43-475815,422601660137,50181935,"Thursday, August 10, 2023",Saleable Products,No Inventory,32,0,32,$808.81,$0.0,$808.81,Travel Retail,0%
43-410158,566854953850,11049999,"Sunday, December 08, 2024",Saleable Products,Freshness,2,0,2,$112.35,$0.0,$112.35,C,0%
43-350675,726820024292,28024248,"Tuesday, June 06, 2023",Saleable Products,Discontinued,16,0,16,$669.37,$0.0,$669.37,Travel Retail,0%
43-779099,101948728483,45496015,"Friday, May 26, 2023",Saleable Products,Discontinued,17,0,17,$435.9,$0.0,$435.9,Set,0%
43-195136,227649528249,30863865,"Thursday, June 15, 2023",Saleable Products,Global Allocation,12,10,2,$865.88,$721.57,$144.31,C,83%
43-116703,886833016361,82909480,"Monday, December 30, 2024",Saleable Products,Discontinued,5,0,5,$273.23,$0.0,$273.23,Set,0%
43-603088,336890980656,95125977,"Tuesday, June 04, 2024",Saleable Products,Global Allocation,4,1,3,$112.81,$28.2,$84.61,Limited Edition,25%
43-801534,714294294451,56020613,"Wednesday, January 18, 2023",Saleable Products,Automatic Closing,16,13,3,$540.74,$439.35,$101.39,Travel Retail,81%
43-419644,273665994394,59597086,"Friday, October 11, 2024",Saleable Products,Global Allocation,18,15,3,$1351.35,$1126.12,$225.23,Travel Retail,83%
43-269662,163462436409,42787299,"Wednesday, April 19, 2023",Saleable Products,Discontinued,45,0,45,$1776.27,$0.0,$1776.27,Set,0%
43-837468,929319141080,27778019,"Tuesday, February 11, 2025",Saleable Products,Automatic Closing,20,18,2,$568.13,$511.32,$56.81,Set,90%
43-581592,336890980656,50264926,"Saturday, September 14, 2024",Saleable Products,Automatic Closing,9,8,1,$872.14,$775.23,$96.91,Limited Edition,88%
43-999596,397982492151,92097999,"Friday, October 27, 2023",Saleable Products,Freshness,16,14,2,$286.78,$250.94,$35.84,C,87%
43-698087,198912225902,97775215,"Sunday, September 17, 2023",Saleable Products,No Inventory,35,0,35,$812.78,$0.0,$812.78,Set,0%
43-883586,684850587137,45496015,"Wednesday, June 07, 2023",Saleable Products,Discontinued,29,0,29,$2162.1,$0.0,$2162.1,C,0%
43-712011,599410093881,27778019,"Thursday, December 21, 2023",Saleable Products,OK,49,49,0,$2367.39,$2367.39,$0.0,C,100%
43-125599,407473554860,19736572,"Saturday, July 27, 2024",Saleable Products,No Inventory,30,0,30,$2332.91,$0.0,$2332.91,Set,0%
43-576935,169869415070,27778019,"Sunday, November 17, 2024",Saleable Products,Discontinued,20,0,20,$1195.0,$0.0,$1195.0,Travel Retail,0%
43-586288,709761138617,91178885,"Tuesday, January 28, 2025",Saleable Products,OK,42,42,0,$572.01,$572.01,$0.0,Set,100%
43-909327,367469214295,84252420,"Friday, August 02, 2024",Saleable Products,No Inventory,22,0,22,$1574.61,$0.0,$1574.61,Set,0%
43-245357,198912225902,37326368,"Wednesday, June 07, 2023",Saleable Products,Freshness,23,21,2,$1897.93,$1732.89,$165.04,Set,91%
43-837290,150711229823,30863865,"Saturday, January 04, 2025",Saleable Products,Discontinued,36,0,36,$2150.67,$0.0,$2150.67,Travel Retail,0%
43-525051,235447068293,50264926,"Tuesday, April 15, 2025",Saleable Products,No Inventory,22,0,22,$828.97,$0.0,$828.97,Limited Edition,0%
43-293929,939668623711,68812137,"Monday, November 11, 2024",Saleable Products,Freshness,1,0,1,$11.4,$0.0,$11.4,Travel Retail,0%
43-928226,517010168081,82160068,"Monday, December 02, 2024",Saleable Products,OK,21,21,0,$1923.63,$1923.63,$0.0,Set,100%
43-488414,496852403351,95125977,"Tuesday, October 08, 2024",Saleable Products,Global Allocation,48,45,3,$3534.15,$3313.27,$220.88,Limited Edition,93%
43-757258,176040557040,84252420,"Saturday, July 08, 2023",Saleable Products,Discontinued,43,0,43,$603.36,$0.0,$603.36,Set,0%
43-586849,835339233454,24366125,"Sunday, July 02, 2023",Saleable Products,Automatic Closing,19,17,2,$1627.41,$1456.11,$171.3,C,89%
43-838094,798400899699,97775215,"Tuesday, January 21, 2025",Saleable Products,Automatic Closing,8,6,2,$118.2,$88.65,$29.55,Set,75%
43-764170,714294294451,80993218,"Friday, December 29, 2023",Saleable Products,Freshness,5,3,2,$370.16,$222.1,$148.06,C,60%
43-101429,911856239313,77898694,"Monday, February 19, 2024",Saleable Products,Global Allocation,40,39,1,$2898.64,$2826.18,$72.46,Limited Edition,97%
43-757776,561902006518,93370583,"Tuesday, February 28, 2023",Saleable Products,Automatic Closing,29,26,3,$2681.15,$2403.79,$277.36,C,89%
43-174132,654818085172,85563727,"Monday, January 22, 2024",Saleable Products,Automatic Closing,18,16,2,$448.0,$398.22,$49.78,Limited Edition,88%
43-503575,198912225902,95125977,"Friday, July 07, 2023",Saleable Products,Discontinued,29,0,29,$1770.58,$0.0,$1770.58,Set,0%
43-824304,521179644432,82909480,"Sunday, April 20, 2025",Saleable Products,Automatic Closing,15,13,2,$885.35,$767.3,$118.05,Set,86%
43-449077,312933106111,97775215,"Tuesday, September 24, 2024",Saleable Products,OK,50,50,0,$657.41,$657.41,$0.0,C,100%
43-656710,390355792387,56020613,"Tuesday, December 12, 2023",Saleable Products,Freshness,45,44,1,$3035.15,$2967.7,$67.45,Travel Retail,97%
43-134303,911856239313,80993218,"Saturday, August 05, 2023",Saleable Products,No Inventory,31,0,31,$1018.74,$0.0,$1018.74,Travel Retail,0%
43-410997,607507949295,23419256,"Tuesday, January 16, 2024",Saleable Products,Automatic Closing,15,12,3,$598.86,$479.09,$119.77,Travel Retail,80%
43-546590,599410093881,95125977,"Saturday, November 02, 2024",Saleable Products,Discontinued,45,0,45,$1427.48,$0.0,$1427.48,C,0%
43-889460,889742985454,84252420,"Monday, February 20, 2023",Saleable Products,No Inventory,3,0,3,$45.1,$0.0,$45.1,C,0%
43-382894,648275934229,45431319,"Saturday, February 03, 2024",Saleable Products,OK,44,44,0,$1099.85,$1099.85,$0.0,Travel Retail,100%
43-831963,377150435753,77898694,"Wednesday, September 06, 2023",Saleable Products,No Inventory,44,0,44,$1260.94,$0.0,$1260.94,C,0%
43-742254,367469214295,93370583,"Saturday, October 12, 2024",Saleable Products,Automatic Closing,42,40,2,$2602.29,$2478.37,$123.92,Travel Retail,95%
43-668784,714294294451,82160068,"Thursday, March 20, 2025",Saleable Products,Freshness,33,30,3,$730.82,$664.38,$66.44,Limited Edition,90%
43-703171,227649528249,19832887,"Thursday, January 09, 2025",Saleable Products,Freshness,24,22,2,$2228.74,$2043.01,$185.73,Limited Edition,91%
43-933071,917103043320,23903144,"Sunday, May 05, 2024",Saleable Products,Freshness,38,36,2,$1172.71,$1110.99,$61.72,C,94%
43-317208,223005401501,30863865,"Friday, March 28, 2025",Saleable Products,Automatic Closing,24,21,3,$1647.77,$1441.8,$205.97,Set,87%
43-925954,917103043320,43704923,"Friday, September 08, 2023",Saleable Products,OK,13,13,0,$314.37,$314.37,$0.0,C,100%
43-817923,748913461122,52436584,"Friday, March 10, 2023",Saleable Products,Global Allocation,27,26,1,$2202.17,$2120.61,$81.56,Limited Edition,96%
43-184891,869945806981,47816686,"Friday, October 25, 2024",Saleable Products,No Inventory,33,0,33,$542.39,$0.0,$542.39,Limited Edition,0%
43-750594,407473554860,99639081,"Friday, April 28, 2023",Saleable Products,Freshness,19,17,2,$1451.28,$1298.52,$152.76,Travel Retail,89%
43-452001,517010168081,24366125,"Friday, June 28, 2024",Saleable Products,OK,25,25,0,$1134.62,$1134.62,$0.0,Travel Retail,100%
43-871501,871590378377,37326368,"Sunday, February 26, 2023",Saleable Products,Discontinued,6,0,6,$311.38,$0.0,$311.38,Set,0%
43-157474,607507949295,56843172,"Friday, October 06, 2023",Saleable Products,Discontinued,33,0,33,$1417.97,$0.0,$1417.97,Travel Retail,0%
43-639740,235447068293,56843172,"Sunday, February 11, 2024",Saleable Products,OK,25,25,0,$1154.61,$1154.61,$0.0,Travel Retail,100%
43-807424,754648192232,56020613,"Sunday, December 01, 2024",Saleable Products,Discontinued,23,0,23,$241.02,$0.0,$241.02,Limited Edition,0%
43-481671,488136971784,43704923,"Sunday, March 23, 2025",Saleable Products,Discontinued,49,0,49,$605.32,$0.0,$605.32,Travel Retail,0%
43-154067,163462436409,38270233,"Saturday, May 18, 2024",Saleable Products,Freshness,17,14,3,$1384.72,$1140.36,$244.36,C,82%
43-216356,254608246768,75569635,"Tuesday, October 10, 2023",Saleable Products,Automatic Closing,21,19,2,$613.49,$555.06,$58.43,Limited Edition,90%
43-501557,790757033266,93370583,"Tuesday, April 18, 2023",Saleable Products,Automatic Closing,43,41,2,$2780.24,$2650.93,$129.31,C,95%
43-483349,251461507038,27778019,"Wednesday, August 30, 2023",Saleable Products,Automatic Closing,20,19,1,$1375.99,$1307.19,$68.8,Set,95%
43-587957,607507949295,84252420,"Saturday, January 07, 2023",Saleable Products,Automatic Closing,12,11,1,$873.82,$801.0,$72.82,Limited Edition,91%
43-749208,275259659197,71510041,"Sunday, May 12, 2024",Saleable Products,OK,13,13,0,$828.89,$828.89,$0.0,Set,100%
43-142859,941629821539,42787299,"Saturday, November 16, 2024",Saleable Products,Freshness,18,15,3,$1198.63,$998.86,$199.77,C,83%
43-483329,424493543665,59597086,"Sunday, November 19, 2023",Saleable Products,OK,22,22,0,$1371.38,$1371.38,$0.0,Set,100%
43-484232,377150435753,71367643,"Wednesday, August 23, 2023",Saleable Products,No Inventory,24,0,24,$2244.87,$0.0,$2244.87,C,0%
43-283781,947087372942,52436584,"Friday, July 26, 2024",Saleable Products,No Inventory,33,0,33,$2303.82,$0.0,$2303.82,C,0%
43-779658,539441524732,95125977,"Thursday, November 09, 2023",Saleable Products,Discontinued,3,0,3,$125.29,$0.0,$125.29,Limited Edition,0%
43-685934,424493543665,92097999,"Saturday, March 01, 2025",Saleable Products,Freshness,17,15,2,$715.65,$631.46,$84.19,Limited Edition,88%
43-839113,180092702123,25492573,"Friday, May 05, 2023",Saleable Products,Global Allocation,39,37,2,$669.42,$635.09,$34.33,Limited Edition,94%
43-170260,763595448017,75569635,"Wednesday, October 30, 2024",Saleable Products,Automatic Closing,32,29,3,$3176.34,$2878.56,$297.78,C,90%
43-687997,643354278056,11049999,"Monday, July 29, 2024",Saleable Products,No Inventory,17,0,17,$1532.87,$0.0,$1532.87,Travel Retail,0%
43-843793,498837994177,84252420,"Tuesday, November 28, 2023",Saleable Products,No Inventory,48,0,48,$666.06,$0.0,$666.06,C,0%
43-911152,213114812281,11049999,"Friday, June 02, 2023",Saleable Products,Discontinued,44,0,44,$3852.64,$0.0,$3852.64,C,0%
43-314656,929319141080,99038526,"Saturday, January 14, 2023",Saleable Products,Automatic Closing,25,23,2,$561.45,$516.54,$44.91,Travel Retail,92%
43-245129,367469214295,47816686,"Wednesday, November 06, 2024",Saleable Products,Automatic Closing,8,6,2,$252.12,$189.09,$63.03,Travel Retail,75%
43-451199,180092702123,25492573,"Wednesday, March 15, 2023",Saleable Products,Automatic Closing,43,40,3,$3064.64,$2850.83,$213.81,Set,93%
43-350224,743806247029,30863865,"Monday, August 14, 2023",Saleable Products,No Inventory,35,0,35,$2650.18,$0.0,$2650.18,C,0%
43-665847,312933106111,25492573,"Tuesday, March 04, 2025",Saleable Products,Global Allocation,29,28,1,$1610.01,$1554.49,$55.52,Limited Edition,96%
43-219073,790757033266,38270233,"Tuesday, January 30, 2024",Saleable Products,Discontinued,12,0,12,$1165.16,$0.0,$1165.16,Travel Retail,0%
43-780566,101948728483,82909480,"Wednesday, June 28, 2023",Saleable Products,Automatic Closing,36,34,2,$1946.35,$1838.22,$108.13,Limited Edition,94%
43-601736,333279765207,71367643,"Thursday, February 15, 2024",Saleable Products,Automatic Closing,9,8,1,$299.27,$266.02,$33.25,Set,88%
43-873199,163462436409,19832887,"Thursday, November 07, 2024",Saleable Products,Freshness,26,25,1,$281.2,$270.38,$10.82,Limited Edition,96%
43-888819,847373620112,71510041,"Tuesday, February 28, 2023",Saleable Products,Automatic Closing,22,21,1,$1937.26,$1849.2,$88.06,C,95%
43-708299,517010168081,85563727,"Tuesday, June 04, 2024",Saleable Products,Freshness,31,28,3,$1412.91,$1276.18,$136.73,C,90%
43-836984,342910249529,27778019,"Friday, March 14, 2025",Saleable Products,Discontinued,49,0,49,$3940.99,$0.0,$3940.99,Limited Edition,0%
43-319984,763595448017,37326368,"Saturday, October 21, 2023",Saleable Products,Discontinued,48,0,48,$3823.05,$0.0,$3823.05,Limited Edition,0%
43-889759,566854953850,99639081,"Sunday, November 10, 2024",Saleable Products,Discontinued,44,0,44,$612.52,$0.0,$612.52,C,0%
43-881206,367469214295,11049999,"Tuesday, February 13, 2024",Saleable Products,Freshness,30,27,3,$2518.25,$2266.42,$251.83,Travel Retail,90%
43-897846,654818085172,68812137,"Wednesday, August 23, 2023",Saleable Products,No Inventory,15,0,15,$540.35,$0.0,$540.35,C,0%
43-336388,851347210313,28024248,"Wednesday, August 07, 2024",Saleable Products,No Inventory,47,0,47,$4028.41,$0.0,$4028.41,Travel Retail,0%
43-436030,267974663989,48250360,"Tuesday, January 07, 2025",Saleable Products,Global Allocation,33,30,3,$1791.75,$1628.86,$162.89,C,90%
43-469844,163462436409,23903144,"Monday, April 29, 2024",Saleable Products,Global Allocation,3,2,1,$189.73,$126.49,$63.24,Limited Edition,66%
43-380345,539441524732,27778019,"Sunday, November 03, 2024",Saleable Products,No Inventory,34,0,34,$650.19,$0.0,$650.19,Limited Edition,0%
43-628027,714294294451,93370583,"Wednesday, January 10, 2024",Saleable Products,No Inventory,17,0,17,$750.31,$0.0,$750.31,C,0%
43-813269,539441524732,50603163,"Wednesday, January 31, 2024",Saleable Products,Automatic Closing,44,43,1,$4284.74,$4187.36,$97.38,Travel Retail,97%
43-543473,798400899699,97775215,"Monday, March 06, 2023",Saleable Products,Discontinued,5,0,5,$466.65,$0.0,$466.65,Travel Retail,0%
43-390607,180092702123,43704923,"Saturday, November 18, 2023",Saleable Products,No Inventory,30,0,30,$2984.34,$0.0,$2984.34,Travel Retail,0%
43-157105,808302588517,19832887,"Saturday, January 18, 2025",Saleable Products,OK,43,43,0,$2404.53,$2404.53,$0.0,Limited Edition,100%
43-166447,886833016361,27778019,"Wednesday, October 11, 2023",Saleable Products,No Inventory,15,0,15,$1254.67,$0.0,$1254.67,Set,0%
43-490923,911856239313,24366125,"Thursday, March 20, 2025",Saleable Products,Automatic Closing,39,38,1,$1987.22,$1936.27,$50.95,Limited Edition,97%
43-461996,835339233454,50603163,"Thursday, May 02, 2024",Saleable Products,No Inventory,8,0,8,$757.81,$0.0,$757.81,Travel Retail,0%
43-574386,894370590668,82160068,"Thursday, February 16, 2023",Saleable Products,Global Allocation,42,40,2,$4147.04,$3949.57,$197.47,Limited Edition,95%
43-609845,223005401501,46553958,"Saturday, January 06, 2024",Saleable Products,Global Allocation,38,37,1,$3382.05,$3293.05,$89.0,C,97%
43-625808,914655221101,31172421,"Thursday, November 23, 2023",Saleable Products,Discontinued,28,0,28,$1845.33,$0.0,$1845.33,Limited Edition,0%
43-652266,390355792387,46553958,"Friday, September 15, 2023",Saleable Products,Freshness,21,19,2,$2079.12,$1881.11,$198.01,C,90%
43-969856,187525138707,84252420,"Monday, August 05, 2024",Saleable Products,Automatic Closing,47,46,1,$4631.23,$4532.69,$98.54,Limited Edition,97%
43-228670,648275934229,27778019,"Thursday, March 16, 2023",Saleable Products,Freshness,10,8,2,$527.57,$422.06,$105.51,Limited Edition,80%
43-593002,251461507038,27778019,"Saturday, March 29, 2025",Saleable Products,Global Allocation,28,26,2,$1045.5,$970.83,$74.67,Limited Edition,92%
43-844305,911856239313,24366125,"Wednesday, June 28, 2023",Saleable Products,Discontinued,21,0,21,$564.23,$0.0,$564.23,Travel Retail,0%
43-657742,726820024292,37326368,"Thursday, October 03, 2024",Saleable Products,Global Allocation,49,46,3,$3475.62,$3262.83,$212.79,C,93%
43-811257,498837994177,45594597,"Wednesday, November 06, 2024",Saleable Products,Discontinued,28,0,28,$367.69,$0.0,$367.69,Limited Edition,0%
43-965472,570662212985,38270233,"Friday, March 10, 2023",Saleable Products,No Inventory,22,0,22,$1732.38,$0.0,$1732.38,Travel Retail,0%
43-658739,333279765207,31172421,"Saturday, January 13, 2024",Saleable Products,OK,38,38,0,$555.52,$555.52,$0.0,Limited Edition,100%
43-406461,256589576361,56020613,"Thursday, March 30, 2023",Saleable Products,Freshness,19,16,3,$643.79,$542.14,$101.65,Set,84%
43-573933,648275934229,48250360,"Thursday, March 14, 2024",Saleable Products,Automatic Closing,38,37,1,$2083.15,$2028.33,$54.82,C,97%
43-751114,754648192232,23903144,"Tuesday, January 07, 2025",Saleable Products,Discontinued,46,0,46,$863.37,$0.0,$863.37,Travel Retail,0%
43-486028,643354278056,52436584,"Monday, October 02, 2023",Saleable Products,No Inventory,24,0,24,$318.4,$0.0,$318.4,C,0%
43-938759,798400899699,46553958,"Wednesday, March 15, 2023",Saleable Products,No Inventory,28,0,28,$1489.1,$0.0,$1489.1,Travel Retail,0%
43-806013,336890980656,82909480,"Tuesday, March 21, 2023",Saleable Products,OK,45,45,0,$4041.36,$4041.36,$0.0,Travel Retail,100%
43-826897,690821577339,56020613,"Friday, August 02, 2024",Saleable Products,No Inventory,13,0,13,$607.73,$0.0,$607.73,Limited Edition,0%
43-948083,798400899699,45431319,"Sunday, February 23, 2025",Saleable Products,No Inventory,9,0,9,$252.23,$0.0,$252.23,Limited Edition,0%
43-168815,714294294451,82909480,"Wednesday, November 20, 2024",Saleable Products,OK,9,9,0,$420.76,$420.76,$0.0,Set,100%
43-297503,886833016361,80993218,"Sunday, December 17, 2023",Saleable Products,Freshness,21,18,3,$1575.78,$1350.67,$225.11,Travel Retail,85%
43-580115,835339233454,45496015,"Monday, December 04, 2023",Saleable Products,No Inventory,24,0,24,$329.34,$0.0,$329.34,C,0%
43-191549,539441524732,92097999,"Thursday, March 14, 2024",Saleable Products,Discontinued,31,0,31,$395.78,$0.0,$395.78,Travel Retail,0%
43-184064,397982492151,99038526,"Friday, October 06, 2023",Saleable Products,Automatic Closing,29,27,2,$1497.86,$1394.56,$103.3,Set,93%
43-509660,754648192232,68812137,"Wednesday, January 18, 2023",Saleable Products,Automatic Closing,40,37,3,$2836.1,$2623.39,$212.71,C,92%
43-287497,163462436409,85563727,"Tuesday, August 06, 2024",Saleable Products,Automatic Closing,10,7,3,$652.38,$456.67,$195.71,Set,70%
43-402380,176040557040,84252420,"Sunday, November 17, 2024",Saleable Products,Global Allocation,4,2,2,$269.62,$134.81,$134.81,Limited Edition,50%
43-180685,227649528249,42787299,"Tuesday, April 04, 2023",Saleable Products,Global Allocation,3,2,1,$74.74,$49.83,$24.91,C,66%
43-214677,889742985454,11049999,"Tuesday, August 13, 2024",Saleable Products,Discontinued,13,0,13,$760.32,$0.0,$760.32,Travel Retail,0%
43-272769,933251567391,11049999,"Wednesday, January 08, 2025",Saleable Products,No Inventory,21,0,21,$924.27,$0.0,$924.27,C,0%
43-389346,169869415070,82160068,"Saturday, January 20, 2024",Saleable Products,No Inventory,8,0,8,$159.56,$0.0,$159.56,Limited Edition,0%
43-217466,566854953850,38609087,"Thursday, August 29, 2024",Saleable Products,Automatic Closing,9,8,1,$193.73,$172.21,$21.52,C,88%
43-830943,227649528249,71367643,"Saturday, August 05, 2023",Saleable Products,OK,46,46,0,$3131.72,$3131.72,$0.0,Limited Edition,100%
43-255141,615379416985,24366125,"Wednesday, August 28, 2024",Saleable Products,No Inventory,1,0,1,$96.15,$0.0,$96.15,Limited Edition,0%
43-620438,754648192232,19736572,"Saturday, November 25, 2023",Saleable Products,Automatic Closing,14,12,2,$273.94,$234.8,$39.14,Set,85%
